1000,Waldner,Alois,,1809,NULL,NULL,,NULL,bauer,Telfs__Ranggen,unknown__unbekannt,vermisst
455,Pöll,Nikolaus,,1809,10,17,,NULL,bauer,Hofpgarten__Kirchberg,unknown__Melleck,gefang.
456,Landmann,Johann,,1809,10,17,,NULL,bauer,Hofpgarten__Kirchberg,unknown__Melleck,gefang.
457,Bruner,/ Lindner Georg,,1809,11,6,,NULL,handwerker,Hofpgarten__Hopfgarten,unknown__Zell am Ziller,erschossen
458,Lederer,Josef,,1809,NULL,NULL,,NULL,unbekannt,Hofpgarten__unbekannt,unknown__unbekannt,gefallen
460,Pirchl,Johann,,1809,NULL,NULL,,NULL,sonst.,Rattenberg__Rattenberg,unknown__Straß,erschossen
461,Lichtmangger,Johann,,1809,NULL,NULL,,NULL,handwerker,Rattenberg__Rattenberg,unknown__Straß,erschossen
462,Wöll,Franz,,1809,NULL,NULL,,NULL,beamter,Rattenberg__Rattenberg,unknown__Melleck,gefang.
463,Strobl,Anton,,1809,NULL,NULL,,NULL,handwerker,Rattenberg__Rattenberg,unknown__Mühleck,erschossen
464,Welzenberger,Johann,,1809,NULL,NULL,,NULL,bauer,Rattenberg__Radfeld,unknown__Forchheim (Gefängnis),wunde
465,Gander,Peter,,1809,NULL,NULL,,NULL,handwerker,Rattenberg__Radfeld,unknown__unbekannt,nahkampf
466,Moser,Bartlmä,,1809,NULL,NULL,,NULL,arbeiter,Rattenberg__Brixlegg,unknown__Zillerbrücke,erschossen
467,Brunner,Josef,,1809,5,31,,NULL,arbeiter,Rattenberg__Reith,unknown__Innbrücke zu Brixlegg,erschossen
468,Jäger,Ignaz,,1809,NULL,NULL,,NULL,arbeiter,Rattenberg__Hall,unknown__am Schweinanger,erschossen
470,Huber,Bartlmä,,1809,4,15,,NULL,bauer,Rattenberg__Reith,unknown__Zillerbrücke,exekution
471,Keil,Josef,,1809,4,15,,NULL,bauer,Rattenberg__Reith,unknown__Zillerbrücke,exekution
472,Schonner,Georg,,1809,4,15,,NULL,bauer,Rattenberg__Reith,unknown__Zillerbrücke,exekution
473,Zeller,Franz,,1809,4,15,,NULL,bauer,Rattenberg__Reith,unknown__Zillerbrücke,exekution
474,Gwschendtner,Alois,,1809,4,15,,NULL,arbeiter,Rattenberg__Reith,unknown__Straß,exekution
475,Lackner,Franz,,1809,4,15,,NULL,arbeiter,Rattenberg__Reith,unknown__Straß,exekution
476,Moser,Bartlmä,,1809,4,15,,NULL,bauer,Rattenberg__Mautken,unknown__Zillerbrücke,gefallen
477,Einberger,Peter,,1809,10,17,,NULL,bauer,Rattenberg__Reith,unknown__Melleck,gefang.
478,Bruner,Andrä,,1809,10,17,,NULL,bauer,Rattenberg__Reith,unknown__Melleck,gefang.
479,Schüßling,Sebastian,,1809,10,17,,NULL,handwerker,Rattenberg__Alpach,unknown__Melleck,gefang.
480,Schonner,Georg,,1809,10,17,,NULL,bauer,Rattenberg__Alpach,unknown__Melleck,wunde
481,Magreiter,Matthias,,1809,10,17,,NULL,bauer,Rattenberg__Alpach,unknown__Melleck,wunde
482,Brayer,Andrä,,1809,10,17,,NULL,bauer,Rattenberg__Alpach,unknown__Melleck,wunde
483,Brühler,Johann,,1809,10,17,,NULL,bauer,Rattenberg__Thierbach,unknown__Melleck,wunde
486,Mayr,Matthias ,,1809,10,17,,NULL,bauer,Rattenberg__Oberau,unknown__Melleck,gefang.
487,Wörnhart,Leonhart,,1809,10,17,,NULL,bauer,Rattenberg__Oberau,unknown__Melleck,gefang.
488,Seißl,Franz,34,1809,10,19,,NULL,wirt,Rattenberg__Niederau,Kufstein__Wörgl,erschossen
489,Mauracher,Thomas ,24,1809,10,19,,NULL,handwerker,Rattenberg__Niederau,Kufstein__Wörgl,erschossen
490,Flatschner,Sixtus,33,1809,10,17,,NULL,bauer,Rattenberg__Niederau,Rattenberg__Niederau,gefang.
491,Schüßling,Lorenz,,1809,NULL,NULL,,NULL,bauer,Rattenberg__Kundl,unknown__Rinn,erschossen
492,Perthaler,Georg,,1809,NULL,NULL,,NULL,bauer,Rattenberg__Angath,unknown__Gugelberg,nahkampf
497,Atzl,Bernhard,,1809,NULL,NULL,,NULL,bauer,Rattenberg__Mariathal,unknown__Rinn,gefallen
504,Fiechter,Georg,,1809,NULL,NULL,,NULL,bauer,Rattenberg__Bruck,unknown__Zillerbrücke,exekution
505,Graber,Simon,,1809,NULL,NULL,,NULL,bauer,Rattenberg__Bruck,unknown__Rotholz,exekution
506,Huber,Georg,,1809,NULL,NULL,,NULL,bauer,Rattenberg__Bruck,unknown__Zillerbrücke,exekution
507,Wurm,Thomas,,1809,10,17,,NULL,bauer,Rattenberg__Bruck,unknown__Melleck,gefallen
508,Rieder,Peter,,1809,10,17,,NULL,bauer,Rattenberg__Bruck,unknown__Melleck,gefallen
561,Scherl,Franz,,1809,10,20,,NULL,unbekannt,Fügen__Niederhart,unknown__Unken,erschossen
562,Häusler,Simon,,1809,10,17,,NULL,unbekannt,Fügen__Ponkratzenb.,unknown__Melleck,erschossen
563,Hostlach,Georg,,1809,11,13,,NULL,unbekannt,Fügen__Fügen,unknown__Volderberg,sonstig.
564,Brugger,Augustin,,1809,5,16,,NULL,handwerker,Fügen__Stumm,unknown__Brettfall,mord
565,Lamprecht,Franz,,1809,5,16,,NULL,unbekannt,Fügen__Mörz,unknown__Straß,mord
566,Stolz,Franz,,1809,5,16,,NULL,unbekannt,Fügen__Stumm,unknown__Zillerbrücke,mord
567,Braunegger,Ignaz,,1809,5,16,,NULL,unbekannt,Fügen__Stummerberg,unknown__Brettfall,erschossen
568,Moser,Oswald,,1809,5,16,,NULL,unbekannt,Fügen__Stummerberg,Rattenberg__Rattenberg,erschossen
569,Hörhager,Sebastian,,1809,10,17,,NULL,unbekannt,Fügen__Stumm,unknown__Melleck,gefang.
571,Fleidl,Jakob,,1809,9,25,,NULL,arbeiter,Zell am Ziller__Hörler am Gerlos,unknown__Melleck,erschossen
572,Gradler,Josef,,1809,9,25,,NULL,arbeiter,Zell am Ziller__Thennen in Tux,unknown__Melleck,erschossen
573,Kreidl,Peter,,1809,11,6,,NULL,arbeiter,Zell am Ziller__Tux,unknown__Zell am Ziller,erschossen
574,Kröll,Jakob,,1809,8,NULL,,NULL,bauer,Zell am Ziller__Larcher i. Hollenzen,unknown__Thierberg bei Kufstein,erschossen
575,Leitner,Sebastian,,1809,9,25,,NULL,bauer,Zell am Ziller__Kaltenbach,unknown__Melleck,erschossen
576,Lengauer,Thomas,,1809,9,25,,NULL,arbeiter,"Zell am Ziller__Emberg, Gem. Aschau",unknown__Melleck,erschossen
577,Pfister,Jakob,,1809,9,25,,NULL,handwerker,Zell am Ziller__Zell a. Z. ,unknown__Melleck,erschossen
578,Schneeberger,Josef,,1809,9,25,,NULL,bauer,Zell am Ziller__Maryrhofen,unknown__Melleck,erschossen
580,Krapp,Josef,,1809,5,12,,NULL,handwerker,Rottenburg__Rattenberg-Münster,unknown__in d. Kiefer,erschossen
583a,"Pockstaller,",Johann,,1809,NULL,NULL,,NULL,sonst.,Rottenburg__Achenthal,unknown__unbekannt,gefang.
584b,Brantl,Jakob,,1809,8,NULL,,NULL,arbeiter,Rottenburg__unbekannt,unknown__unbekannt,mord
585c,Reiter,Josef,,1809,NULL,NULL,,NULL,bauer,Rottenburg__Gallzein,unknown__unbekannt,erschossen
586d,Wopfner,Andreas ,,1809,NULL,NULL,,NULL,handwerker,Rottenburg__Gallzein,unknown__unbekannt,erschossen
587e,Pfeifer,Jakob,,1809,NULL,NULL,,NULL,handwerker,Rottenburg__Schlitters,unknown__unbekannt,wunde
588f,Gasser,Andreas,,1809,5,15,,NULL,sonst.,Rottenburg__Buch,Rottenburg__Buch,erschossen
596,Harter,Anton,19,1809,6,2,,NULL,arbeiter,Schwaz__Schwaz,unknown__Thierberg,erschossen
597,Kandler,Ignaz,21,1809,6,2,,NULL,arbeiter,Schwaz__Schwaz,unknown__Thierberg,erschossen
598,Oegler,Johann,,1809,6,2,,NULL,bauer,Schwaz__Vomp,Kufstein__Kufstein,gefallen
599,Obrist,Peter,,1809,5,15,,NULL,bauer,Schwaz__Stans,unknown__bei Stans,erschossen
600,Rastbichler,Johann,46,1809,8,7,,NULL,bauer,Schwaz__Weerberg,Innsbruck__Berg Isel,exekution
601,Huber,Alois,22,1809,10,15,,NULL,bauer,Schwaz__Stans,unknown__München,gefang.
602,Oegler,Johann,,1809,NULL,NULL,,NULL,bauer,Schwaz__Vomp,Neumarkt__Vomp,erschossen
603,Werl,Peter,,1809,NULL,NULL,,NULL,bauer,Schwaz__Vomp,unknown__Lofer,gefallen
604,Klocker,Georg,,1809,NULL,NULL,,NULL,bauer,Schwaz__Weer ,unknown__Rinn,gefallen
605,Steinlechner,Josef,,1809,NULL,NULL,,NULL,bauer,Schwaz__Pillerniederb. ,unknown__Rinn,gefallen
606,Köck,Andrä,,1809,10,27,,NULL,bauer,Schwaz__Schwaz,Stadt Hall__Hall,wunde
618,Thum,Andrä,,1809,NULL,NULL,,NULL,bauer,Wattens__Wattenberg,unknown__unbekannt,gefallen
619,Schmid,Matthias,,1809,NULL,NULL,,NULL,handwerker,Wattens__Wattens,unknown__unbekannt,gefallen
620,Angerer,Jakob,,1809,NULL,NULL,,NULL,handwerker,Wattens__Wattens,unknown__unbekannt,gefallen
635,Jenwein,Anton,,1809,NULL,NULL,,NULL,unbekannt,Stadt Hall__Hall,unknown__Margrethen,erschossen
636,Jenewein,Josef,,1809,NULL,NULL,,NULL,unbekannt,Stadt Hall__Hall,Meran__Passeier,wunde
644,Mayr,Josef,,1810,7,13,,NULL,handwerker,Tulfes__Tulfes,unknown__Rinn,wunde
646,Erlacher,Josef,,1809,10,17,,NULL,arbeiter,Tulfes__Tulfes,unknown__Melleck,gefallen
647,Winckler,Michael,60,1809,10,NULL,,NULL,unbekannt,Tulfes__Tulfes,Tulfes__Tulfes,erschossen
648,Oelhafen,Josef,56,1809,5,20,,NULL,bauer,Mils__Mils,unknown__Volderau,exekution
649,Agnes,Aichbergerin,67,1809,8,29,,NULL,unbekannt,Mils__Mils,Mils__Mils,exekution
650,Triendl,Kaspar,,1809,8,15,,NULL,arbeiter,Mils__Mils,unknown__Weer,wunde
651,Kampfl,Johann,,1809,NULL,NULL,,NULL,bauer,Hall__Gnadenwald,unknown__unbekannt,wunde
664,Jenwein,Anton ,,1809,NULL,NULL,,NULL,arbeiter,Volders__Volderwald,unknown__St.  Margarethen,gefallen
665,Piengger,Joachim,,1809,NULL,NULL,,NULL,unbekannt,Volders__Volderwald,Volders__Volderwald,wunde
666,Stainlechner,Johan,,1809,NULL,NULL,,NULL,handwerker,Volders__Volderwald,Volders__Volderwald,unbekannt
674,Posmoser,Martin,,1809,4,21,,NULL,sonst.,Absam__Absam,unknown__unbekannt,wunde
675,Wirthenberger,Johann,,1809,10,17,,NULL,unbekannt,Absam__Absam,unknown__Melleck,gefang.
676,Angerer,Josef,,1809,5,16,,NULL,bauer,Terfens__Terfens,Kufstein__Wörgl,gefallen
738,Krapf,Johann ,,1809,10,17,,NULL,arbeiter,Sonnenburg__Sistrans,unknown__Melleck,vermisst
739,Gogl,Josef,,1809,11,1,,NULL,bauer,Sonnenburg__Sistrans,Innsbruck__Berg Isel,erschossen
740,Mayr,Andrä,,1809,4,13,,NULL,bauer,Sonnenburg__Kematen,Innsbruck__Berg Isel,gefallen
741,Kapferer,Andreas,,1809,4,11,,NULL,bauer,Sonnenburg__Grieß in Sellrain,Innsbruck__Berg Isel,erschossen
742,Rainer,Franz,,1809,10,17,,NULL,bauer,Sonnenburg__Grieß in Sellrain,unknown__Melleck,gefallen
743,Kapferer,Johann,,1809,10,17,,NULL,bauer,Sonnenburg__Grieß in Sellrain,unknown__Melleck,gefallen
744,Ruetz,Josef,,1809,10,17,,NULL,arbeiter,Sonnenburg__Grieß in Sellrain,unknown__Melleck,gefallen
745,Schifferer,Johann,,1809,10,17,,NULL,arbeiter,Sonnenburg__Grieß in Sellrain,unknown__Melleck,gefallen
746,Oepp,Stephan,,1809,11,1,,NULL,söldner,Sonnenburg__Sellrain,Innsbruck__Berg Isel,gefallen
749,Magerl,Johann,27,1809,4,12,,NULL,bauer,Sonnenburg__Innsbruck,Innsbruck__Berg Isel,gefallen
750,Leitgeb,Bartlmä,,1809,4,11,,NULL,bauer,Sonnenburg__Natters,Innsbruck__Berg Isel,gefallen
751,Singer,Kassian ,,1809,4,11,,NULL,arbeiter,Sonnenburg__Götzens,Innsbruck__Berg Isel,gefallen
752,Schweighofer,Simon,,1809,4,11,,NULL,arbeiter,Sonnenburg__Götzens,Innsbruck__Berg Isel,gefallen
753,Goltinger,Josef,,1809,4,11,,NULL,söldner,Sonnenburg__Götzens,Innsbruck__Berg Isel,gefallen
754,Mayr,Franz,,1809,4,11,,NULL,söldner,Sonnenburg__Götzens,Innsbruck__Berg Isel,gefallen
755,Goltinger,Georg,,1809,4,13,,NULL,söldner,Sonnenburg__Götzens,Innsbruck__Berg Isel,gefallen
756,Jordan,Johann,,1809,4,13,,NULL,arbeiter,Sonnenburg__Götzens,Innsbruck__Berg Isel,gefallen
757,Maurer,Alexius,,1809,4,9,,NULL,arbeiter,Sonnenburg__Götzens,Innsbruck__Berg Isel,gefallen
758,Jordan,Josef,,1809,4,13,,NULL,arbeiter,Sonnenburg__Axams,Innsbruck__Berg Isel,gefallen
759,Kastl,Matthias ,,1809,4,13,,NULL,sonst.,Sonnenburg__Axams,Innsbruck__Berg Isel,gefallen
760,Brenner,Josef,,1809,4,13,,NULL,söldner,Sonnenburg__Axams,Innsbruck__Berg Isel,gefallen
761,Unterleitner,Josef ,,1809,4,13,,NULL,arbeiter,Sonnenburg__Axams,Innsbruck__Berg Isel,gefallen
762,Schaffenrath,Josef,,1809,11,1,,NULL,söldner,Sonnenburg__Axams,Innsbruck__Berg Isel,gefallen
763,Singer,Georg,,1809,10,17,,NULL,söldner,Sonnenburg__Axams,unknown__Melleck,gefallen
764,Happ,Johann,,1809,10,17,,NULL,arbeiter,Sonnenburg__Axams,unknown__Melleck,gefallen
765,Unterleitner,Goerg,,1809,10,17,,NULL,sonst.,Sonnenburg__Axams,unknown__Melleck,gefallen
766,Rieder,Michael,,1809,10,17,,NULL,arbeiter,Sonnenburg__Axams,unknown__Melleck,gefallen
767,Tiefenbrunner,Ant.,,1809,10,17,,NULL,arbeiter,Sonnenburg__Axams,unknown__Melleck,gefallen
768,Oetl,Bartlmä,,1809,11,1,,NULL,handwerker,Sonnenburg__Völs,Innsbruck__Berg Isel,gefallen
769,Larcher,Johann,57,1809,4,13,,NULL,handwerker,Sonnenburg__Wilten,Innsbruck__Berg Isel,gefallen
770,Stolz,Jakob,48,1809,4,13,,NULL,bauer,Sonnenburg__Wilten,Innsbruck__Berg Isel,gefallen
771,Jäger,Alois,19,1809,4,13,,NULL,arbeiter,Sonnenburg__Wilten,Innsbruck__Berg Isel,gefallen
772,Prantner,Johann,,1809,4,12,,NULL,handwerker,Sonnenburg__Wilten,Innsbruck__Berg Isel,gefallen
773,Angerer,Jakob,,1809,4,12,,NULL,handwerker,Sonnenburg__Wilten,Innsbruck__Berg Isel,gefallen
774,Aichler,Jakob,,1809,11,1,,NULL,arbeiter,Sonnenburg__Wilten,Innsbruck__Berg Isel,gefallen
775,Klieber,Andreas ,,1809,10,17,,NULL,arbeiter,Sonnenburg__Wilten,unknown__Melleck,gefallen
776,Hilber,Simon,,1809,11,1,,NULL,arbeiter,Sonnenburg__Vill,Innsbruck__Berg Isel,erschossen
777,Posch,Alois,,1809,5,NULL,,NULL,arbeiter,Sonnenburg__Ambras,unknown__bei St. St. Margarethen,nahkampf
778,Baldauf,Michael,,1809,5,NULL,,NULL,arbeiter,Sonnenburg__Ambras,unknown__St. Margarethen,nahkampf
779,Vögele,Johann,,1809,10,28,,NULL,arbeiter,Sonnenburg__Ambras,unknown__Rinn,gefallen
780,Stippler,Georg,,1809,10,17,,NULL,bauer,Sonnenburg__Lans,unknown__Melleck,gefang.
781,Mayr,Peter,,1809,10,17,,NULL,arbeiter,Sonnenburg__Kematen,unknown__Hallein,wunde
782,Wegscheider,Jakob,,1809,4,10,,NULL,arbeiter,Sonnenburg__Sellrain,Innsbruck__Berg Isel,wunde
783,Haider,Josef,,1809,4,11,,NULL,arbeiter,"Sonnenburg__Gries, LG Sonnenburg",Innsbruck__Berg Isel,wunde
784,Löchl,Andrä,,1809,11,15,,NULL,arbeiter,"Sonnenburg__Gries, LG Sonnenburg",Innsbruck__Berg Isel,wunde
785,Kapferer,Michael,,1809,10,17,,NULL,arbeiter,"Sonnenburg__Gries, LG Sonnenburg",unknown__Melleck,gefang.
786,Neuratuer,Johann,,1809,10,17,,NULL,arbeiter,"Sonnenburg__Gries, LG Sonnenburg",unknown__Melleck,gefang.
787,Fagschlunger,Johann,,1809,10,17,,NULL,arbeiter,"Sonnenburg__Gries, LG Sonnenburg",unknown__Melleck,gefang.
788,Heiß,Jakob,,1809,4,12,,NULL,bauer,Sonnenburg__Innsbruck,Innsbruck__Berg Isel,wunde
789,Singer,Matthäus,,1809,10,17,,NULL,sonst.,Sonnenburg__Götzens,unknown__Melleck,gefang.
790,Eigentler,Franz,,1809,10,17,,NULL,arbeiter,Sonnenburg__Götzens,unknown__Melleck,gefang.
791,Baumgartner,Josef,,1809,10,17,,NULL,arbeiter,Sonnenburg__Axams,unknown__Melleck,gefang.
792,Huber,Alois,,1809,10,17,,NULL,arbeiter,Sonnenburg__Axams,unknown__Melleck,gefang.
793,Wegscheider,Blasius,,1809,4,13,,NULL,arbeiter,Sonnenburg__Axams,Innsbruck__Berg Isel,wunde
794,Jauffentahler,Matthias,,1809,4,12,,NULL,wirt,Sonnenburg__Wilten,Innsbruck__Berg Isel,wunde
795,Stalbinger,Jakob,,1809,4,12,,NULL,arbeiter,Sonnenburg__Wilten,Innsbruck__Berg Isel,wunde
796,Klieber,Franz,,1809,10,17,,NULL,sonst.,Sonnenburg__Igls,unknown__Melleck,gefang.
797,Klieber,Andrä,,1809,10,17,,NULL,arbeiter,Sonnenburg__Igls,unknown__Melleck,vermisst
798,Mayr,Franz,,1809,4,13,,NULL,arbeiter,Sonnenburg__Mutters,Innsbruck__Berg Isel,wunde
799,Krapf,Franz,,1809,10,17,,NULL,bauer,Sonnenburg__Christen,unknown__Melleck,gefang.
800,Kirchmayr,Michael,,1809,10,17,,NULL,arbeiter,Sonnenburg__Birgitz,unknown__Melleck,gefang.
801,Schluifer,Josef,,1809,4,12,,NULL,bauer,Sonnenburg__Völs,Innsbruck__Berg Isel,gefallen
802,Uschal,Ignaz,25,1809,4,27,,NULL,unbekannt,Sonnenburg__unbekannt,Innsbruck__Berg Isel,wunde
822,Mailand,Thomas,24,1809,4,11,,NULL,handwerker,Innsbruck__Innsbruck,Innsbruck__Berg Isel,wunde
823,Kralinger,Andre,23,1809,4,12,,NULL,wirt,Innsbruck__Innsbruck,Innsbruck__Berg Isel,wunde
824,Singer,Kassian ,33,1809,4,12,,NULL,arbeiter,Innsbruck__Innsbruck,Innsbruck__Berg Isel,wunde
825,Jabinger,Paul ,66,1809,4,12,,NULL,arbeiter,Innsbruck__Innsbruck,Innsbruck__Berg Isel,wunde
826,Lunz,Alois Josef,19,1809,4,21,,NULL,handwerker,Innsbruck__Innsbruck,Innsbruck__Berg Isel,wunde
827,Tschall,Ignaz,25,1809,4,27,,NULL,arbeiter,Innsbruck__Innsbruck,Innsbruck__Berg Isel,wunde
828,Gehrin,Maria Anna,15,1809,6,6,,NULL,unbekannt,Innsbruck__Innsbruck,unknown__unbekannt,wunde
829,Fischer,Leonhard,52,1809,9,10,,NULL,bauer,Innsbruck__unbekannt,unknown__unbekannt,wunde
830,Folchner,Veit,45,1809,10,16,,NULL,bauer,Innsbruck__Innsbruck,unknown__unbekannt,wunde
831,Stech,Florian,35,1809,10,28,,NULL,unbekannt,Innsbruck__Gericht Nauders,unknown__unbekannt,wunde
832,Haslwanter,Leopold,63,1810,3,8,,NULL,arbeiter,Innsbruck__unbekannt,unknown__unbekannt,wunde
834,Knerle,Philipp,75,1809,4,14,,NULL,arbeiter,Innsbruck__unbekannt,Innsbruck__Berg Isel,wunde
835,Schwab,Josef,25,1809,4,13,,NULL,unbekannt,Innsbruck__von der Kohlstatt,Innsbruck__Berg Isel,gefallen
849,Stackler,Georg,32,1809,4,12,,NULL,unbekannt,Mieders__Neustift,Innsbruck__Berg Isel,erschossen
850,Gleinser,Johann,28,1809,11,1,,NULL,bauer,Mieders__Neustift,Innsbruck__Berg Isel,kanone
851,Markart,Josef,30,1809,11,1,,NULL,arbeiter,Mieders__Gossensaß,Innsbruck__Berg Isel,kanone
852,Schett,Christian,34,1809,4,12,,NULL,arbeiter,Mieders__Trens,Innsbruck__Berg Isel,erschossen
853,Hager,Donat,36,1809,4,12,,NULL,bauer,Mieders__Kreith,Innsbruck__Berg Isel,erschossen
854,Fieler,Johann,50,1809,4,12,,NULL,bauer,Mieders__Telfes,Innsbruck__Berg Isel,nahkampf
855,Jäger,Alois,16,1809,4,12,,NULL,bauer,Mieders__Telfes,Innsbruck__Berg Isel,nahkampf
859,Stolz,Johann,60,1809,8,13,,NULL,unbekannt,Mieders__Telfes,Innsbruck__Berg Isel,gefallen
937,Baldemair,Karl,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Steinach,unknown__Gries bei Steinach,erschossen
938,Natter,Lorenz,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Steinach,Innsbruck__Berg Isel,erschossen
939,Gogl,Josef,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Steinach,Innsbruck__Berg Isel,erschossen
940,Simon,Gley,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Pfons,Innsbruck__Berg Isel,erschossen
941,Hinterkirchner,Alois,22,1809,8,15,,NULL,unbekannt,Steinach__Matrei,Innsbruck__Berg Isel,wunde
942,Lutz,Peter,,1809,11,1,,NULL,unbekannt,Steinach__Trins,unknown__Patschberg,gefallen
943,Schafferer,Franz,50,1809,8,13,,NULL,unbekannt,Steinach__Navis,Innsbruck__Berg Isel,gefallen
944,Egg,Josef,,1809,8,13,,NULL,unbekannt,Steinach__Obernberg,Innsbruck__Berg Isel,gefallen
945,Auer,Melchior,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Schmirn,unknown__Gries bei Steinach,erschossen
946,Eller,Johann,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Schmirn,Innsbruck__Berg Isel,erschossen
947,Troger,Josef,,1809,11,7,,NULL,unbekannt,Steinach__Navis,Steinach__Matrei,erschossen
948,Jenewein,Georg,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Obernberg,Sterzing__Sterzing,gefallen
949,Kerschdorfer,Georg,,1809,NULL,NULL,,NULL,unbekannt,"Steinach__Gries, LG Steinach",unknown__Gries bei Steinach,erschossen
963,Marth,Angon,48,1810,2,16,,NULL,unbekannt,Steinach__Statz bei Matrei,unknown__unbekannt,wunde
